type,user,text,files,timestamp,date,time,year
message,U042S6Y2G,"['hey!', '~CODESNIPPET', 'needs', 'set', 'field', 'parameter', 'data', 'container.', '~CODESNIPPET', '~CODESNIPPET', 'function', 'called', 'bunch', 'vector', 'fields,', 'including', 'velocity.']",,2020-04-21 08:10:25.129900,2020-04-21,08:10:25.129900,2020
message,UD9L1D44T,"['!', 'read', 'tests', 'correctly,', 'it’s', 'user', 'set', 'bulk', 'velocity', '?']",,2020-04-21 08:34:20.130100,2020-04-21,08:34:20.130100,2020
message,U011Y3XM493,"[""i'm"", 'trying', 'plot', 'mass', 'enclosed', 'function', 'radius', 'different', 'simulations', 'same', 'panel.', 'possible', 'yt?']",,2020-04-21 09:57:29.131300,2020-04-21,09:57:29.131300,2020
message,U042S6Y2G,['that’s'],,2020-04-21 14:27:18.131400,2020-04-21,14:27:18.131400,2020
message,U042HLT7U,"['~USER', ""it's"", 'possible', 'generate', 'values,', 'probably', 'better', 'grab', 'them', '~CODESNIPPET', '~CODESNIPPET', 'attributes', 'multiple', 'profile', 'objects', 'matplotlib', 'directly']",,2020-04-21 15:24:47.132000,2020-04-21,15:24:47.132000,2020
message,UD9L1D44T,"['thanks', '!']",,2020-04-21 16:14:16.132400,2020-04-21,16:14:16.132400,2020
message,U012N308PCH,"['~USER', 'joined', 'channel']",,2020-04-21 18:18:20.132700,2020-04-21,18:18:20.132700,2020
message,U012N308PCH,"['hi!', 'anybody', 'familiar', 'error', 'message?']",,2020-04-21 18:25:23.133000,2020-04-21,18:25:23.133000,2020
message,U012N308PCH,"['max_hii_density=sp.max(""hii_density"")', 'file', '""/home/sslav/.conda/envs/yt-env/lib/python3.8/site-packages/yt/data_objects/data_containers.py"",', 'line', '789,', 'max', 'rv', '+=', '(self._compute_extrema(f)[1],)', 'file', '""/home/sslav/.conda/envs/yt-env/lib/python3.8/site-packages/yt/data_objects/data_containers.py"",', 'line', '755,', '_compute_extrema', 'mi,', '=', 'self.quantities.extrema(field)', 'file', '""/home/sslav/.conda/envs/yt-env/lib/python3.8/site-packages/yt/data_objects/derived_quantities.py"",', 'line', '542,', '__call__', 'rv', '=', 'super(extrema,', 'self).__call__(fields,', 'non_zero)', 'file', '""/home/sslav/.conda/envs/yt-env/lib/python3.8/site-packages/yt/data_objects/derived_quantities.py"",', 'line', '69,', '__call__', 'sto.result', '=', 'self.process_chunk(ds,', '*args,', '**kwargs)', 'file', '""/home/sslav/.conda/envs/yt-env/lib/python3.8/site-packages/yt/data_objects/derived_quantities.py"",', 'line', '549,', 'process_chunk', 'field', '=', 'data._determine_fields(field)[0]', 'file', '""/home/sslav/.conda/envs/yt-env/lib/python3.8/site-packages/yt/data_objects/data_containers.py"",', 'line', '1165,', '_determine_fields', 'finfo', '=', 'self.ds._get_field_info(""unknown"",', 'fname)', 'file', '""/home/sslav/.conda/envs/yt-env/lib/python3.8/site-packages/yt/data_objects/static_output.py"",', 'line', '798,', '_get_field_info', 'raise', 'ytfieldnotfound((ftype,', 'fname),', 'self)', 'yt.utilities.exceptions.ytfieldnotfound:', 'find', 'field', ""'('all',"", ""'hii_density')'"", 'redshift0045.']",,2020-04-21 18:25:40.133300,2020-04-21,18:25:40.133300,2020
message,U8JQ8NWQ7,"['shai,', 'means', 'field', '~CODESNIPPET', ""isn't"", 'dataset.', 'beware', 'field', 'names', 'case-sensitive.', 'inspect', 'field', 'names', 'running', '~CODESNIPPET', '~CODESNIPPET', 'where', 'ds', 'dataset', 'object.']",,2020-04-21 19:21:19.133400,2020-04-21,19:21:19.133400,2020
message,U012N308PCH,"['thank', 'you!', 'been', 'very', 'helpful']",,2020-04-21 20:15:04.133600,2020-04-21,20:15:04.133600,2020
message,UCYBQ5KPA,"['~USER', 'thanks!', 'life', 'saver!']",,2018-11-24 19:05:24.206300,2018-11-24,19:05:24.206300,2018
message,UD9L1D44T,"['hi,', 'very', 'quick', 'question', 'complete', 'yt-beginner', 'here:', 'argument', '~CODESNIPPET', '?', 'found', 'documentation', '""aa"",', 'helpful', '(but', 'seems', 'rare', 'exception', ':))']",,2018-10-09 05:45:36.000100,2018-10-09,05:45:36.000100,2018
message,U9CE5D9LZ,"['think', ""it's"", 'either', 'set', '~CODESNIPPET', '~CODESNIPPET']",,2018-10-09 08:22:58.000100,2018-10-09,08:22:58.000100,2018
message,UD9L1D44T,"['thanks', '!']",,2018-10-09 09:35:58.000100,2018-10-09,09:35:58.000100,2018
message,U042FH0RB,"['quick', 'patch', 'fixing', 'docstring', 'great', 'first', 'pull', 'request', 'you’re', 'interested,', 'totally', 'cool', 'you’re', 'though']",,2018-10-09 10:01:48.000100,2018-10-09,10:01:48.000100,2018
message,UD9L1D44T,"['thing,', ""i'm"", 'cloning', 'repo', 'atm']",,2018-10-09 10:57:27.000100,2018-10-09,10:57:27.000100,2018
message,U0565NSC0,"['still', 'little', 'trouble', 'getting', 'vector', 'fields', 'recognized.', 'added', 'fields', 'explicitly', 'here(~HYPERLINK),', 'seems', 'proceeds', 'fine', 'they', ""aren't"", 'included', '~CODESNIPPET', 'later.']",,2018-06-20 13:42:40.000400,2018-06-20,13:42:40.000400,2018
message,U0565NSC0,"['seems', ""they're"", 'being', 'set', 'invalid', 'somewhere,', ""can't"", 'seem', 'track', 'down', 'where.', 'ideas?']",,2018-06-20 13:43:15.000805,2018-06-20,13:43:15.000805,2018
message,U042FH0RB,"['sorry', 'chance', 'make', 'example', 'one', 'run', 'trigger', 'issue', 'you’re', 'running', 'into?']",,2018-06-20 13:49:20.000095,2018-06-20,13:49:20.000095,2018
message,U0565NSC0,[],,2018-06-20 13:53:32.000046,2018-06-20,13:53:32.000046,2018
message,U0565NSC0,"['code:', '~HYPERLINK,', 'output:', '~HYPERLINK,', 'code', 'diff:', '~HYPERLINK']",,2018-06-20 14:04:21.000514,2018-06-20,14:04:21.000514,2018
message,U0565NSC0,"['feel', 'missing', 'something', 'simple,', ""don't"", 'intuition', 'yt', 'sets', 'checks', 'fields']",,2018-06-20 14:05:27.000535,2018-06-20,14:05:27.000535,2018
message,U042FH0RB,"['takes', 'look']",,2018-06-20 14:05:42.000111,2018-06-20,14:05:42.000111,2018
message,U042FH0RB,"['there’s', 'basically', 'lots', 'fiddly', 'issues', 'script', 'hitting']",,2018-06-20 14:28:14.000588,2018-06-20,14:28:14.000588,2018
message,U042FH0RB,"['i’m', 'able', 'work', 'modify', 'script', 'look', 'this:', '~HYPERLINK']",,2018-06-20 14:28:36.000861,2018-06-20,14:28:36.000861,2018
message,U042FH0RB,"['fields', 'didn’t', 'units,', 'one', 'issues,', 'field', 'machinery', 'inside', 'yt', 'expecting', 'field', 'names', '~CODESNIPPET,', 'change']",,2018-06-20 14:29:13.000112,2018-06-20,14:29:13.000112,2018
message,U042FH0RB,"['needed', 'make', 'number', 'modifications', 'yt', 'codebase:']",,2018-06-20 14:29:23.000274,2018-06-20,14:29:23.000274,2018
message,U042FH0RB,"['one', 'change', 'guess']",,2018-06-20 14:29:52.000472,2018-06-20,14:29:52.000472,2018
message,U042FH0RB,"['~CODESNIPPET`', 'diff', '--git', 'a/yt/fields/field_detector.py', 'b/yt/fields/field_detector.py', 'index', 'ad908933e..a3a73857c', '100644', '---', 'a/yt/fields/field_detector.py', '+++', 'b/yt/fields/field_detector.py', '@@', '-204,8', '+204,12', '@@', 'class', 'fielddetector(defaultdict):', 'return', 'self.field_parameters[param]', 'self.requested_parameters.append(param)', 'param', ""['center',"", ""'normal']"", ""param.startswith('bulk'):"", '-', 'return', 'self.ds.arr(', '-', 'np.random.random(3)', '*', '1e-2,', 'self.fp_units[param])', '+', 'try:', '+', 'return', 'self.ds.arr(', '+', 'np.random.random(3)', '*', '1e-2,', 'self.fp_units[param])', '+', 'except', 'keyerror:', '+', ""param.endswith('velocity'):"", '+', 'return', 'self.ds.arr(np.random.random(3)', '*', '1e-2,', ""'cm/s')"", 'elif', 'param', ""['surface_height']:"", 'return', 'self.ds.quan(0.0,', ""'code_length')"", 'elif', 'param', ""['axis']:"", '~CODESNIPPET`']",,2018-06-20 14:29:55.000412,2018-06-20,14:29:55.000412,2018
message,U042FH0RB,"['recently', 'made', 'vector', 'fields', 'respect', '~CODESNIPPET', 'field', 'parameters']",,2018-06-20 14:30:13.000532,2018-06-20,14:30:13.000532,2018
message,U042FH0RB,"['made', 'things', 'bit', 'more', 'restrictive', 'it’s', 'harder', 'set', 'you’re', 'looking']",,2018-06-20 14:30:24.000320,2018-06-20,14:30:24.000320,2018
message,U042FH0RB,"['definitely', 'made', 'easier', 'nicer,', 'still', 'think', 'something', '~CODESNIPPET', 'something']",,2018-06-20 14:31:01.000201,2018-06-20,14:31:01.000201,2018
message,U042FH0RB,"['handles', 'mess', 'automatically']",,2018-06-20 14:31:07.000048,2018-06-20,14:31:07.000048,2018
message,U042FH0RB,"['~USER', 'sound', 'reasonable?']",,2018-06-20 15:03:43.000051,2018-06-20,15:03:43.000051,2018
message,U0565NSC0,['think'],,2018-06-20 15:30:12.000720,2018-06-20,15:30:12.000720,2018
message,U0565NSC0,"['part', 'added,', 'wanted', 'able', 'define', 'arbitrary', 'vector', 'field', ""you'd"", 'add', 'section', 'sets', 'corresponding', 'bulk', 'parameter', 'correct', 'units?']",,2018-06-20 15:35:39.000759,2018-06-20,15:35:39.000759,2018
message,U042FH0RB,"['we’d', 'add', '~CODESNIPPET', 'optionally', 'insist', 'defining', 'relative', 'version', 'field']",,2018-06-20 15:38:24.000193,2018-06-20,15:38:24.000193,2018
message,U042FH0RB,"['something', 'field', 'parameter', 'registry', 'people', 'register', 'field', 'parameters', 'field', 'detection', 'system', 'knows', 'them']",,2018-06-20 15:38:58.000029,2018-06-20,15:38:58.000029,2018
message,U042FH0RB,"['field', 'detection', 'system', 'basically', 'guess', 'field', 'parameter', 'names', 'units', 'people']",,2018-06-20 15:39:33.000596,2018-06-20,15:39:33.000596,2018
message,U0565NSC0,['got'],,2018-06-20 15:40:26.000643,2018-06-20,15:40:26.000643,2018
message,UDN6ACN6N,"['~USER', '2d', 'tried', 'changing', 'line', '4', ':', 'zgrid', '=', 'np.array([0.0,0.5])']",,2018-11-08 05:31:02.131200,2018-11-08,05:31:02.131200,2018
message,U042FH0RB,"['~USER', 'help?']",,2018-11-08 09:56:20.131800,2018-11-08,09:56:20.131800,2018
message,UAURGNEE6,"['hm.', 'understand.', '""viridis(data).shape""', '3d', 'array,', 'display', 'data', 'imshow', 'contourf', 'anything', 'else?', 'put', 'thought', 'understood', 'gist:', '~HYPERLINK.', 'attach', 'original', 'rgb', 'image?']",,2018-11-08 10:33:22.133500,2018-11-08,10:33:22.133500,2018
message,U042FH0RB,"['save', 'png', 'upload', 'e.g.', 'imgur']",,2018-11-08 10:36:54.133900,2018-11-08,10:36:54.133900,2018
message,U042FH0RB,"['wouldn’t', 'display', 'rgb', 'image', 'contourf']",,2018-11-08 10:37:21.134200,2018-11-08,10:37:21.134200,2018
message,U042FH0RB,"['you’d', 'original', 'greyscale', 'image']",,2018-11-08 10:37:27.134400,2018-11-08,10:37:27.134400,2018
message,U042FH0RB,"['think', 'imshow', 'handles', 'rgba', 'arrays', 'box?']",,2018-11-08 10:37:38.134700,2018-11-08,10:37:38.134700,2018
message,UAURGNEE6,"['well', 'shows', 'still', ""don't"", 'know', 'link', 'colormap', 'rgb', 'image.', 'drag', 'drop', 'imgur.', 'see', 'this:', '~HYPERLINK']",,2018-11-08 10:39:56.135900,2018-11-08,10:39:56.135900,2018
message,U042FH0RB,[],,2018-11-08 10:40:05.136200,2018-11-08,10:40:05.136200,2018
message,U042FH0RB,"['sorry,', 'i’m', 'mean', '“link', 'colormap”']",,2018-11-08 10:40:12.136500,2018-11-08,10:40:12.136500,2018
message,U042FH0RB,"['sorry,', 'i’m', 'issues', 'python', 'installation', 'it’s', 'hard', 'reproduce', 'you’re', 'seeing', 'exactly']",,2018-11-08 10:41:49.137200,2018-11-08,10:41:49.137200,2018
message,U042FH0RB,"['one', 'sec']",,2018-11-08 10:41:52.137400,2018-11-08,10:41:52.137400,2018
message,U042FH0RB,[],,2018-11-08 10:43:16.137600,2018-11-08,10:43:16.137600,2018
message,U042FH0RB,"['gist,', '~CODESNIPPET', '*already*', 'rgba', 'image', 'array']",,2018-11-08 10:43:27.138000,2018-11-08,10:43:27.138000,2018
message,UAURGNEE6,"['yes,', 'start']",,2018-11-08 10:43:37.138600,2018-11-08,10:43:37.138600,2018
message,U042FH0RB,"['doesn’t', 'make', 'sense', 'apply', 'colormap']",,2018-11-08 10:43:42.138700,2018-11-08,10:43:42.138700,2018
message,U042FH0RB,"['original', 'grayscale', 'image', 'anymore?']",,2018-11-08 10:43:52.139100,2018-11-08,10:43:52.139100,2018
message,UAURGNEE6,"['no,']",,2018-11-08 10:44:00.139300,2018-11-08,10:44:00.139300,2018
message,U042FH0RB,['see'],,2018-11-08 10:44:05.139500,2018-11-08,10:44:05.139500,2018
message,U042FH0RB,"['back', 'grayscale', 'image', 'rgba', 'image']",,2018-11-08 10:44:13.139900,2018-11-08,10:44:13.139900,2018
message,UAURGNEE6,"['sort', 'yes,', 'danger', 'going', 'grayscale,', 'double', 'values', 'cancelled']",,2018-11-08 10:44:49.140600,2018-11-08,10:44:49.140600,2018
message,U042FH0RB,"['why', 'original', 'image', 'anymore?']",,2018-11-08 10:45:06.141100,2018-11-08,10:45:06.141100,2018
message,U042FH0RB,"['i’m', 'you’re', 'well-defined…']",,2018-11-08 10:45:13.141400,2018-11-08,10:45:13.141400,2018
message,U042FH0RB,"['guess', 'know', 'colormap']",,2018-11-08 10:45:21.141800,2018-11-08,10:45:21.141800,2018
message,UAURGNEE6,"['uncomplicated', 'quick', 'convert', 'colors', 'back', 'data', 'able', 'manipulate', 'display', 'data']",,2018-11-08 10:46:06.142600,2018-11-08,10:46:06.142600,2018
message,U042FH0RB,"['think', 'ideally', 'you’d', 'saved', 'original', 'grayscale', 'image']",,2018-11-08 10:46:35.142900,2018-11-08,10:46:35.142900,2018
message,U042FH0RB,"['think', 'remember', 'seeing', 'talk', 'something', 'scipy', 'years', 'ago']",,2018-11-08 10:46:53.143400,2018-11-08,10:46:53.143400,2018
message,U042FH0RB,"['see', 'find', 'talk…']",,2018-11-08 10:46:57.143600,2018-11-08,10:46:57.143600,2018
message,UAURGNEE6,[],,2018-11-08 10:47:02.143800,2018-11-08,10:47:02.143800,2018
message,U042FH0RB,['~HYPERLINK'],,2018-11-08 10:49:01.144000,2018-11-08,10:49:01.144000,2018
message,U042FH0RB,"['don’t', 'know', 'offhand', 'code', 'ever', 'made', 'usable', 'package']",,2018-11-08 10:49:12.144500,2018-11-08,10:49:12.144500,2018
